date,open,high,low,close,volume,vwap,trades
2015-01-02 05:00:00,39.365,39.8925,39.19,39.765,55498204.0,39.5857,146598
2015-01-05 05:00:00,39.21,39.225,37.925,38.12,90790484.0,38.2331,228689
2015-01-06 05:00:00,38.055,38.365,37.295,37.56,83753278.0,37.7571,216224
2015-01-07 05:00:00,38.015,38.18,37.39,37.64,62384738.0,37.7877,169396
2015-01-08 05:00:00,37.945,38.5725,37.79,38.485,56373726.0,38.3428,145628
2015-01-09 05:00:00,38.51,38.575,37.8325,38.18,49904254.0,38.1747,140320
2015-01-12 05:00:00,37.695,37.695,36.88,37.08,57881280.0,37.0877,119912
2015-01-13 05:00:00,37.23,37.52,36.44,36.785,68102848.0,36.9689,171166
2015-01-14 05:00:00,36.435,36.955,35.85,36.9,104304928.0,36.4436,253151
2015-01-15 05:00:00,37.335,37.43,36.4,36.43,82692004.0,36.7343,228113
2015-01-16 05:00:00,36.645,37.665,36.615,37.615,85483712.0,37.3693,209998
2015-01-20 05:00:00,37.42,37.68,36.965,37.66,56171678.0,37.3759,154650
2015-01-21 05:00:00,37.935,38.435,37.66,38.425,56661630.0,38.2443,145563
2015-01-22 05:00:00,38.67,38.725,37.9,38.605,66037666.0,38.2982,174886
2015-01-23 05:00:00,38.43,38.88,38.27,38.33,42294856.0,38.5867,118357
2015-01-26 05:00:00,38.46,38.98,38.12,38.88,36724102.0,38.6776,101860
2015-01-27 05:00:00,38.575,39.0425,38.48,38.855,43204566.0,38.7999,125947
2015-01-28 05:00:00,38.75,38.75,37.25,37.325,77666756.0,37.9034,201096
2015-01-29 05:00:00,37.625,37.675,36.6039,37.45,60247324.0,37.0618,160916
2015-01-30 05:00:00,37.17,38.205,36.92,37.775,87696258.0,37.598,231907
2015-02-02 05:00:00,38.24,38.945,37.9775,38.93,70931416.0,38.4127,198162
2015-02-03 05:00:00,39.38,40.2,39.365,39.995,94055752.0,39.8467,245947
2015-02-04 05:00:00,39.475,39.7,39.005,39.335,82264440.0,39.3897,242899
2015-02-05 05:00:00,39.8,40.125,39.56,39.9,63572304.0,39.887,186340
2015-02-06 05:00:00,40.215,40.2851,39.71,39.91,52269268.0,39.9536,137967
2015-02-09 05:00:00,40.08,40.41,39.86,39.95,40407678.0,40.1177,121900
2015-02-10 05:00:00,40.02,40.055,39.205,39.93,43942516.0,39.5896,128619
2015-02-11 05:00:00,39.42,39.83,39.22,39.65,52393252.0,39.5254,147661
2015-02-12 05:00:00,40.19,40.355,39.9,40.17,52844634.0,40.1601,140752
2015-02-13 05:00:00,40.565,41.065,40.46,41.02,62375702.0,40.7962,145258
2015-02-17 05:00:00,40.825,41.215,40.585,41.145,44251760.0,40.9382,117087
2015-02-18 05:00:00,40.81,40.975,40.545,40.655,38762760.0,40.7492,107966
2015-02-19 05:00:00,39.81,40.695,39.63,40.455,47743962.0,40.2645,136036
2015-02-20 05:00:00,40.355,40.56,39.935,40.27,51283624.0,40.1764,122773
2015-02-23 05:00:00,39.875,40.43,39.775,40.105,39358940.0,40.1017,107440
2015-02-24 05:00:00,40.35,40.385,39.955,40.215,30861366.0,40.1231,80940
2015-02-25 05:00:00,40.245,40.5,40.045,40.435,32051334.0,40.2825,88660
2015-02-26 05:00:00,40.195,40.215,39.475,39.685,38698160.0,39.7334,101165
2015-02-27 05:00:00,39.84,39.87,39.47,39.51,26724374.0,39.6334,73055
2015-03-02 05:00:00,39.43,39.465,38.855,39.235,35957026.0,39.1255,92716
2015-03-03 05:00:00,39.26,39.615,39.085,39.38,24699426.0,39.3453,71619
2015-03-04 05:00:00,39.39,39.42,38.89,39.325,33205644.0,39.1346,82797
2015-03-05 05:00:00,39.225,39.275,39.03,39.09,22489074.0,39.1278,57049
2015-03-06 05:00:00,38.815,39.015,38.295,38.39,38352554.0,38.6134,93733
2015-03-09 04:00:00,38.325,38.765,38.115,38.115,34882192.0,38.3601,84346
2015-03-10 04:00:00,37.81,38.03,37.565,37.585,38061292.0,37.7484,99632
2015-03-11 04:00:00,37.65,37.8501,37.425,37.695,26101998.0,37.6616,70703
2015-03-12 04:00:00,37.755,37.935,37.44,37.455,38489956.0,37.6088,80860
2015-03-13 04:00:00,37.21,37.36,36.9101,37.315,42023746.0,37.0964,115720
2015-03-16 04:00:00,37.11,37.85,36.995,37.82,33897058.0,37.4812,81505
2015-03-17 04:00:00,37.59,37.815,37.4,37.675,27872608.0,37.6023,74872
2015-03-18 04:00:00,37.43,38.975,37.37,38.77,55507470.0,38.2777,140864
2015-03-19 04:00:00,38.3,38.465,38.045,38.155,46481800.0,38.1965,110229
2015-03-20 04:00:00,38.315,38.68,38.1651,38.455,45221242.0,38.4867,105982
2015-03-23 04:00:00,38.54,38.8,38.32,38.32,24320266.0,38.5266,63389
2015-03-24 04:00:00,38.42,38.4775,38.0375,38.065,29561834.0,38.1687,69403
2015-03-25 04:00:00,38.305,38.85,38.265,38.56,31797016.0,38.5709,87019
2015-03-26 04:00:00,39.005,39.125,38.375,38.515,30637136.0,38.6436,83914
2015-03-27 04:00:00,38.37,38.445,38.12,38.2,23934514.0,38.2671,68253
2015-03-30 04:00:00,38.57,39.095,38.555,39.02,36375690.0,38.8294,96986
2015-03-31 04:00:00,38.725,39.0,38.5,38.79,18807444.0,38.7797,47888
2015-04-01 04:00:00,38.915,39.115,38.7,38.78,26586646.0,38.9038,78284
2015-04-02 04:00:00,38.6,39.0865,38.51,38.86,27715334.0,38.8745,76546
2015-04-06 04:00:00,39.085,39.775,38.905,39.56,31086502.0,39.4655,76648
2015-04-07 04:00:00,39.525,39.855,39.415,39.585,28284126.0,39.7177,75355
2015-04-08 04:00:00,39.77,39.865,39.25,39.265,24091472.0,39.4573,70041
2015-04-09 04:00:00,39.37,39.985,39.335,39.895,27750194.0,39.7404,67609
2015-04-10 04:00:00,40.0,40.135,39.83,40.07,17700984.0,40.014,49858
2015-04-13 04:00:00,40.245,40.299,39.605,39.67,19880534.0,39.8778,59477
2015-04-14 04:00:00,39.93,40.48,39.88,40.385,27440236.0,40.2655,73374
2015-04-15 04:00:00,40.615,41.4325,40.535,41.35,40013820.0,41.1192,95505
2015-04-16 04:00:00,41.195,41.615,40.9285,41.255,42554964.0,41.278,100739
2015-04-17 04:00:00,41.06,41.115,40.63,40.955,33834858.0,40.8851,94695
2015-04-20 04:00:00,41.0,41.56,40.985,41.11,25420898.0,41.3261,67880
2015-04-21 04:00:00,41.215,41.24,40.505,40.675,23640782.0,40.7926,70380
2015-04-22 04:00:00,40.78,41.1,40.51,40.945,20258934.0,40.8815,57686
2015-04-23 04:00:00,41.035,41.49,40.99,41.225,25151514.0,41.3031,69053
2015-04-24 04:00:00,41.1,41.14,40.795,40.99,23015276.0,40.9648,62338
2015-04-27 04:00:00,41.16,41.285,40.8763,40.945,22651206.0,41.0249,66628
2015-04-28 04:00:00,40.935,41.2225,40.805,41.15,22250814.0,41.027,69739
2015-04-29 04:00:00,41.005,41.53,40.873,41.47,31806194.0,41.3037,93890
2015-04-30 04:00:00,41.625,41.69,41.105,41.34,33104286.0,41.3552,102026
2015-05-01 04:00:00,41.38,41.505,41.105,41.435,22709198.0,41.2966,67307
2015-05-04 04:00:00,41.535,41.675,41.12,41.33,28868494.0,41.3799,82163
2015-05-05 04:00:00,41.64,41.83,40.805,40.8198,32152686.0,41.232,91503
2015-05-06 04:00:00,41.185,41.35,40.47,40.66,32777164.0,40.8525,94854
2015-05-07 04:00:00,40.58,40.59,39.92,40.22,34793162.0,40.1728,99124
2015-05-08 04:00:00,40.54,40.925,40.08,40.88,29030448.0,40.5912,76826
2015-05-11 04:00:00,40.92,40.94,40.07,40.105,36288852.0,40.2585,87689
2015-05-12 04:00:00,40.05,40.505,39.98,40.295,19703076.0,40.2286,56843
2015-05-13 04:00:00,40.645,40.695,40.04,40.19,25069478.0,40.2504,72172
2015-05-14 04:00:00,40.305,40.575,40.15,40.175,19235742.0,40.332,54814
2015-05-15 04:00:00,40.005,40.495,39.905,40.335,19561184.0,40.24,53820
2015-05-18 04:00:00,40.255,40.42,40.085,40.37,14459654.0,40.2448,46603
2015-05-19 04:00:00,40.1,40.14,39.735,39.795,27839698.0,39.8476,70163
2015-05-20 04:00:00,39.935,40.0,39.64,39.87,25247624.0,39.816,60226
2015-05-21 04:00:00,40.095,40.305,39.95,40.245,20174644.0,40.1929,52221
2015-05-22 04:00:00,39.97,40.28,39.895,40.1,12721420.0,40.1197,35340
2015-05-26 04:00:00,39.775,39.86,39.3151,39.465,26367160.0,39.5216,67318
2015-05-27 04:00:00,39.44,39.76,39.18,39.395,22749934.0,39.3949,59255
2015-05-28 04:00:00,39.26,39.31,38.99,39.24,24328358.0,39.1567,59235
2015-05-29 04:00:00,39.23,39.4452,39.1,39.195,25956180.0,39.2601,63078
2015-06-01 04:00:00,39.295,39.3,39.045,39.095,16974368.0,39.1533,49792
2015-06-02 04:00:00,39.215,39.555,39.005,39.365,20366020.0,39.3023,51533
2015-06-03 04:00:00,39.245,39.535,39.04,39.095,17280544.0,39.2353,47677
2015-06-04 04:00:00,38.89,38.965,38.535,38.565,31892168.0,38.6546,74076
2015-06-05 04:00:00,38.39,39.1825,38.375,38.835,37912008.0,38.903,91374
2015-06-08 04:00:00,38.685,38.91,38.525,38.615,19414660.0,38.7141,51744
2015-06-09 04:00:00,38.85,39.095,38.595,38.61,22066254.0,38.8038,53926
2015-06-10 04:00:00,39.085,39.195,38.95,39.085,19570798.0,39.0685,54394
2015-06-11 04:00:00,39.155,39.2225,38.875,38.91,16833090.0,39.012,42315
2015-06-12 04:00:00,38.69,38.72,38.41,38.475,21009048.0,38.5074,51014
2015-06-15 04:00:00,38.21,38.59,38.095,38.385,16151096.0,38.3445,46502
2015-06-16 04:00:00,38.455,38.695,38.27,38.685,18035244.0,38.5425,45441
2015-06-17 04:00:00,38.89,39.06,38.395,38.59,20827478.0,38.6696,57162
2015-06-18 04:00:00,38.71,38.885,38.53,38.565,25345156.0,38.6724,62834
2015-06-19 04:00:00,38.145,38.3,37.9375,37.955,34469756.0,38.0281,74428
2015-06-22 04:00:00,38.3,38.4545,38.13,38.42,21154832.0,38.3544,58255
2015-06-23 04:00:00,38.365,38.615,38.325,38.545,14235430.0,38.4928,38555
2015-06-24 04:00:00,38.46,38.68,38.29,38.305,13596510.0,38.456,36564
2015-06-25 04:00:00,38.295,38.34,37.905,37.915,17371348.0,38.0535,42305
2015-06-26 04:00:00,37.88,38.05,37.67,38.04,23544664.0,37.9089,57428
2015-06-29 04:00:00,37.56,37.8,37.29,37.32,27794406.0,37.5039,59556
2015-06-30 04:00:00,37.665,37.725,37.34,37.58,30341154.0,37.5633,45658
2015-07-01 04:00:00,37.655,37.67,36.95,37.1,27820240.0,37.2292,64832
2015-07-02 04:00:00,37.2,37.465,37.17,37.265,19400478.0,37.2954,41214
2015-07-06 04:00:00,36.775,37.13,36.62,36.775,27018294.0,36.8663,64413
2015-07-07 04:00:00,36.63,37.2388,36.215,37.11,41372174.0,36.7398,106320
2015-07-08 04:00:00,36.855,37.11,36.21,36.36,33042584.0,36.5553,80034
2015-07-09 04:00:00,36.86,37.0165,36.545,36.545,23912076.0,36.7116,63394
2015-07-10 04:00:00,36.765,36.995,36.565,36.745,26500732.0,36.764,55878
2015-07-13 04:00:00,36.87,37.095,36.77,37.005,28717504.0,36.9343,59281
2015-07-14 04:00:00,36.9,37.42,36.885,37.27,25308494.0,37.262,57436
2015-07-15 04:00:00,37.08,37.2625,36.4875,36.615,25416570.0,36.8272,62709
2015-07-16 04:00:00,36.825,36.935,36.5955,36.665,15721402.0,36.7284,44761
2015-07-17 04:00:00,36.63,36.665,36.1,36.22,28192058.0,36.2579,65130
2015-07-20 04:00:00,36.285,36.29,35.695,35.74,27666748.0,35.8629,65872
2015-07-21 04:00:00,35.825,36.1075,35.645,35.755,21238026.0,35.8742,55107
2015-07-22 04:00:00,35.61,35.825,35.39,35.465,30418570.0,35.5796,78576
2015-07-23 04:00:00,35.5,35.725,35.165,35.435,22569128.0,35.4487,57173
2015-07-24 04:00:00,35.435,35.45,34.625,34.755,25108154.0,34.8565,60186
2015-07-27 04:00:00,34.31,34.66,34.105,34.255,34393420.0,34.3644,86847
2015-07-28 04:00:00,34.305,35.425,34.28,35.235,37877210.0,34.9507,88268
2015-07-29 04:00:00,35.145,35.75,35.035,35.715,46854514.0,35.5012,112783
2015-07-30 04:00:00,35.64,35.745,35.31,35.465,25254470.0,35.4922,67398
2015-07-31 04:00:00,35.16,35.21,34.635,34.69,43578868.0,34.8701,96873
2015-08-03 04:00:00,34.32,34.535,33.89,33.96,33853250.0,34.1105,86863
2015-08-04 04:00:00,34.11,34.375,33.7,33.845,25525010.0,33.9604,64096
2015-08-05 04:00:00,34.11,34.485,33.555,33.59,36947568.0,33.9267,89141
2015-08-06 04:00:00,33.39,34.215,33.145,34.125,46519296.0,33.8349,117479
2015-08-07 04:00:00,33.985,34.255,33.395,33.515,34163304.0,33.7878,90298
2015-08-10 04:00:00,33.585,34.61,33.585,34.585,38888736.0,34.2671,95097
2015-08-11 04:00:00,33.895,34.685,33.83,34.65,42107708.0,34.1753,111042
2015-08-12 04:00:00,34.53,35.37,34.33,35.28,46966022.0,34.8888,116953
2015-08-13 04:00:00,35.05,35.18,34.7,34.745,39627150.0,34.8451,94731
2015-08-14 04:00:00,34.82,35.06,34.59,34.67,24242356.0,34.7314,65915
2015-08-17 04:00:00,34.5,34.915,34.385,34.745,19064106.0,34.6708,48832
2015-08-18 04:00:00,34.68,34.77,34.445,34.615,22126796.0,34.5912,55867
2015-08-19 04:00:00,34.425,34.48,33.5,33.66,40366082.0,33.8538,102462
2015-08-20 04:00:00,33.57,33.7975,32.895,32.9,50673182.0,33.2925,116553
2015-08-21 04:00:00,32.57,32.925,31.73,31.75,50840466.0,32.2045,139188
2015-08-24 04:00:00,29.895,31.29,29.37,30.045,86002230.0,30.5034,253965
2015-08-25 04:00:00,31.365,31.365,29.585,29.61,55393114.0,30.389,139766
2015-08-26 04:00:00,30.36,30.6625,29.77,30.63,79464494.0,30.173,179031
2015-08-27 04:00:00,31.34,32.22,31.225,32.145,64482894.0,31.8311,162672
2015-08-28 04:00:00,32.035,33.21,32.02,32.875,62926846.0,32.8217,158266
2015-08-31 04:00:00,32.625,33.43,32.04,33.215,72387038.0,33.006,187636
2015-09-01 04:00:00,32.26,32.64,31.77,32.045,57425208.0,32.1953,165416
2015-09-02 04:00:00,32.5,32.55,31.59,32.34,51057848.0,32.0604,142822
